Gene_family	Centroid_gene_ID	GFF_locus_tag	Product	EC_number	Protein_id
g000219	GCF_000007445:NC_004431.1:2454995-2452887	GCF_000007445:PLMNMHBN_02371	hypothetical protein		
g000220	GCF_000007445:NC_004431.1:2456936-2455722	GCF_000007445:PLMNMHBN_02373	hypothetical protein		
g000221	GCF_000007445:NC_004431.1:2466363-2465101	GCF_000007445:PLMNMHBN_02382	D-tagatose-1,6-bisphosphate aldolase subunit GatZ		
g000222	GCF_000007445:NC_004431.1:2487860-2491648	GCF_000007445:PLMNMHBN_02405	hypothetical protein		
g000223	GCF_000007445:NC_004431.1:249608-249162	GCF_000007445:PLMNMHBN_00233	hypothetical protein		
g000224	GCF_000007445:NC_004431.1:249926-250144	GCF_000007445:PLMNMHBN_00234	hypothetical protein		
g000225	GCF_000007445:NC_004431.1:250214-250564	GCF_000007445:PLMNMHBN_00235	hypothetical protein		
g000226	GCF_000007445:NC_004431.1:2518572-2518186	GCF_000007445:PLMNMHBN_02428	3-oxoacyl-[acyl-carrier-protein] reductase FabG	1.1.1.100	
g000227	GCF_000007445:NC_004431.1:2518947-2518639	GCF_000007445:PLMNMHBN_02429	General stress protein 39	1.-.-.-	
g000228	GCF_000007445:NC_004431.1:2526960-2528195	GCF_000007445:PLMNMHBN_02438	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA	1.3.1.1	
g000229	GCF_000007445:NC_004431.1:253783-254469	GCF_000007445:PLMNMHBN_00240	hypothetical protein		
g000230	GCF_000007445:NC_004431.1:255288-255064	GCF_000007445:PLMNMHBN_00241	hypothetical protein		
g000231	GCF_000007445:NC_004431.1:255428-255946	GCF_000007445:PLMNMHBN_00242	hypothetical protein		
g000232	GCF_000007445:NC_004431.1:255924-256166	GCF_000007445:PLMNMHBN_00243	hypothetical protein		
g000233	GCF_000007445:NC_004431.1:256132-256683	GCF_000007445:PLMNMHBN_00244	hypothetical protein		
g000234	GCF_000007445:NC_004431.1:2566835-2568424	GCF_000007445:PLMNMHBN_02472	putative ABC transporter ATP-binding protein YejF		
g000235	GCF_000007445:NC_004431.1:256715-256930	GCF_000007445:PLMNMHBN_00245	hypothetical protein		
g000236	GCF_000007445:NC_004431.1:2576748-2576824	GCF_000007445:PLMNMHBN_02481	tRNA-Pro(ggg)		
g000237	GCF_000007445:NC_004431.1:2591005-2590511	GCF_000007445:PLMNMHBN_02501	Ferredoxin-type protein NapF		
g000238	GCF_000007445:NC_004431.1:259249-258605	GCF_000007445:PLMNMHBN_00249	hypothetical protein		
g000239	GCF_000007445:NC_004431.1:262010-261777	GCF_000007445:PLMNMHBN_00255	hypothetical protein		
g000240	GCF_000007445:NC_004431.1:262736-262617	GCF_000007445:PLMNMHBN_00257	hypothetical protein		
g000241	GCF_000007445:NC_004431.1:262984-262736	GCF_000007445:PLMNMHBN_00258	hypothetical protein		
g000242	GCF_000007445:NC_004431.1:2631722-2634007	GCF_000007445:PLMNMHBN_02527	Ribonucleoside-diphosphate reductase 1 subunit alpha	1.17.4.1	
g000243	GCF_000007445:NC_004431.1:263644-263015	GCF_000007445:PLMNMHBN_00259	hypothetical protein		
g000244	GCF_000007445:NC_004431.1:264167-263700	GCF_000007445:PLMNMHBN_00260	hypothetical protein		
g000245	GCF_000007445:NC_004431.1:265366-264296	GCF_000007445:PLMNMHBN_00261	hypothetical protein		
g000246	GCF_000007445:NC_004431.1:2667990-2668907	GCF_000007445:PLMNMHBN_02561	Ribonuclease BN	3.1.-.-	
g000247	GCF_000007445:NC_004431.1:2670984-2671880	GCF_000007445:PLMNMHBN_02563	Bacterial leucyl aminopeptidase	3.4.11.10	
g000248	GCF_000007445:NC_004431.1:268076-266265	GCF_000007445:PLMNMHBN_00263	Clamp-binding protein CrfC		
g000249	GCF_000007445:NC_004431.1:268662-268315	GCF_000007445:PLMNMHBN_00264	Clamp-binding protein CrfC		
g000250	GCF_000007445:NC_004431.1:269315-269022	GCF_000007445:PLMNMHBN_00265	hypothetical protein		
g000251	GCF_000007445:NC_004431.1:270637-269537	GCF_000007445:PLMNMHBN_00266	hypothetical protein		
g000252	GCF_000007445:NC_004431.1:271036-271638	GCF_000007445:PLMNMHBN_00267	Tyrosine recombinase XerC		
g000253	GCF_000007445:NC_004431.1:271866-272603	GCF_000007445:PLMNMHBN_00268	hypothetical protein		
g000254	GCF_000007445:NC_004431.1:2721467-2720742	GCF_000007445:PLMNMHBN_02612	putative MFS-type transporter YfcJ		
g000255	GCF_000007445:NC_004431.1:2721918-2721472	GCF_000007445:PLMNMHBN_02613	putative MFS-type transporter YfcJ		
g000256	GCF_000007445:NC_004431.1:2723403-2722183	GCF_000007445:PLMNMHBN_02614	3-oxoacyl-[acyl-carrier-protein] synthase 1	2.3.1.41	
g000257	GCF_000007445:NC_004431.1:2730238-2729306	GCF_000007445:PLMNMHBN_02621	50S ribosomal protein L3 glutamine methyltransferase	2.1.1.298	
g000258	GCF_000007445:NC_004431.1:273217-273291	GCF_000007445:PLMNMHBN_00269	tRNA-Gly(gcc)		
g000259	GCF_000007445:NC_004431.1:2732661-2732134	GCF_000007445:PLMNMHBN_02624	putative fimbrial-like protein YfcP		
g000260	GCF_000007445:NC_004431.1:2743266-2744606	GCF_000007445:PLMNMHBN_02634	Long-chain fatty acid transport protein		
g000261	GCF_000007445:NC_004431.1:2745717-2746649	GCF_000007445:PLMNMHBN_02636	Inner membrane protein YfdC		
g000262	GCF_000007445:NC_004431.1:2747767-2747237	GCF_000007445:PLMNMHBN_02638	hypothetical protein		
g000263	GCF_000007445:NC_004431.1:2756411-2755791	GCF_000007445:PLMNMHBN_02641	hypothetical protein		
g000264	GCF_000007445:NC_004431.1:2761590-2762918	GCF_000007445:PLMNMHBN_02646	D-serine dehydratase	4.3.1.18	
g000265	GCF_000007445:NC_004431.1:277197-278255	GCF_000007445:PLMNMHBN_00272	Hemin transport system permease protein HmuU		
g000266	GCF_000007445:NC_004431.1:2813300-2814283	GCF_000007445:PLMNMHBN_02693	Cysteine synthase A	2.5.1.47	
g000267	GCF_000007445:NC_004431.1:2818235-2818603	GCF_000007445:PLMNMHBN_02698	hypothetical protein		
g000268	GCF_000007445:NC_004431.1:286358-286741	GCF_000007445:PLMNMHBN_00280	hypothetical protein		
g000269	GCF_000007445:NC_004431.1:2872845-2871784	GCF_000007445:PLMNMHBN_02750	Putative transport protein YhhT		
g000270	GCF_000007445:NC_004431.1:2886236-2886084	GCF_000007445:PLMNMHBN_02761	hypothetical protein		
g000271	GCF_000007445:NC_004431.1:289986-291158	GCF_000007445:PLMNMHBN_00285	Oligogalacturonate lyase	4.2.2.6	
g000272	GCF_000007445:NC_004431.1:292043-292366	GCF_000007445:PLMNMHBN_00287	hypothetical protein		
g000273	GCF_000007445:NC_004431.1:292732-294246	GCF_000007445:PLMNMHBN_00288	Isoprimeverose transporter		
g000274	GCF_000007445:NC_004431.1:29538-29729	GCF_000007445:PLMNMHBN_00028	Non-specific ribonucleoside hydrolase RihC	3.2.-.-	
g000275	GCF_000007445:NC_004431.1:2960724-2960221	GCF_000007445:PLMNMHBN_02814	tRNA-specific adenosine deaminase	3.5.4.33	
g000276	GCF_000007445:NC_004431.1:296593-297555	GCF_000007445:PLMNMHBN_00290	hypothetical protein		
g000277	GCF_000007445:NC_004431.1:29739-30452	GCF_000007445:PLMNMHBN_00029	Non-specific ribonucleoside hydrolase RihC	3.2.-.-	
g000278	GCF_000007445:NC_004431.1:2981915-2982613	GCF_000007445:PLMNMHBN_02838	hypothetical protein		
g000279	GCF_000007445:NC_004431.1:3018710-3019630	GCF_000007445:PLMNMHBN_02874	hypothetical protein		
g000280	GCF_000007445:NC_004431.1:3019963-3020169	GCF_000007445:PLMNMHBN_02875	DNA damage-inducible protein I		
g000281	GCF_000007445:NC_004431.1:3023871-3023590	GCF_000007445:PLMNMHBN_02880	hypothetical protein		
g000282	GCF_000007445:NC_004431.1:3026267-3023868	GCF_000007445:PLMNMHBN_02881	hypothetical protein		
g000283	GCF_000007445:NC_004431.1:302679-303995	GCF_000007445:PLMNMHBN_00294	L-fucose-proton symporter		
g000284	GCF_000007445:NC_004431.1:3027021-3026803	GCF_000007445:PLMNMHBN_02883	hypothetical protein		
g000285	GCF_000007445:NC_004431.1:3033265-3032567	GCF_000007445:PLMNMHBN_02888	hypothetical protein		
g000286	GCF_000007445:NC_004431.1:3036152-3033591	GCF_000007445:PLMNMHBN_02890	hypothetical protein		
g000287	GCF_000007445:NC_004431.1:3046499-3045954	GCF_000007445:PLMNMHBN_02904	hypothetical protein		
g000288	GCF_000007445:NC_004431.1:3047539-3047333	GCF_000007445:PLMNMHBN_02905	hypothetical protein		
g000289	GCF_000007445:NC_004431.1:3049194-3049286	GCF_000007445:PLMNMHBN_02908	hypothetical protein		
g000290	GCF_000007445:NC_004431.1:3050401-3050661	GCF_000007445:PLMNMHBN_02911	hypothetical protein		
g000291	GCF_000007445:NC_004431.1:3051371-3051165	GCF_000007445:PLMNMHBN_02913	hypothetical protein		
g000292	GCF_000007445:NC_004431.1:3059135-3058935	GCF_000007445:PLMNMHBN_02925	hypothetical protein		
g000293	GCF_000007445:NC_004431.1:3059233-3059859	GCF_000007445:PLMNMHBN_02926	putative HTH-type transcriptional regulator		
g000294	GCF_000007445:NC_004431.1:3062435-3062959	GCF_000007445:PLMNMHBN_02930	hypothetical protein		
g000295	GCF_000007445:NC_004431.1:3064143-3065315	GCF_000007445:PLMNMHBN_02933	Putative defective protein IntQ		
g000296	GCF_000007445:NC_004431.1:3065712-3065329	GCF_000007445:PLMNMHBN_02934	hypothetical protein		
g000297	GCF_000007445:NC_004431.1:3066517-3065702	GCF_000007445:PLMNMHBN_02935	hypothetical protein		
g000298	GCF_000007445:NC_004431.1:307199-305943	GCF_000007445:PLMNMHBN_00297	Ascorbate-specific PTS system EIIC component		
g000299	GCF_000007445:NC_004431.1:307958-307515	GCF_000007445:PLMNMHBN_00299	Ascorbate-specific PTS system EIIA component		
g000300	GCF_000007445:NC_004431.1:3080623-3081108	GCF_000007445:PLMNMHBN_02951	Alkyl hydroperoxide reductase AhpD	1.11.1.15	
g000301	GCF_000007445:NC_004431.1:3094959-3095315	GCF_000007445:PLMNMHBN_02965	hypothetical protein		
g000302	GCF_000007445:NC_004431.1:3095327-3095656	GCF_000007445:PLMNMHBN_02966	hypothetical protein		
g000303	GCF_000007445:NC_004431.1:310015-310638	GCF_000007445:PLMNMHBN_00301	hypothetical protein		
g000304	GCF_000007445:NC_004431.1:3100596-3100520	GCF_000007445:PLMNMHBN_02973	tRNA-Arg(acg)		
g000305	GCF_000007445:NC_004431.1:3103739-3101847	GCF_000007445:PLMNMHBN_02980	Alanine--tRNA ligase	6.1.1.7	
g000306	GCF_000007445:NC_004431.1:3104478-3103723	GCF_000007445:PLMNMHBN_02981	Alanine--tRNA ligase	6.1.1.7	
g000307	GCF_000007445:NC_004431.1:3114946-3115896	GCF_000007445:PLMNMHBN_02994	Anaerobic nitric oxide reductase flavorubredoxin		
g000308	GCF_000007445:NC_004431.1:3115889-3116386	GCF_000007445:PLMNMHBN_02995	Anaerobic nitric oxide reductase flavorubredoxin		
g000309	GCF_000007445:NC_004431.1:3121057-3121485	GCF_000007445:PLMNMHBN_02999	hypothetical protein		
g000310	GCF_000007445:NC_004431.1:312198-312632	GCF_000007445:PLMNMHBN_00303	hypothetical protein		
g000311	GCF_000007445:NC_004431.1:3123222-3122467	GCF_000007445:PLMNMHBN_03002	hypothetical protein		
g000312	GCF_000007445:NC_004431.1:3151962-3150823	GCF_000007445:PLMNMHBN_03032	Murein hydrolase activator NlpD		
g000313	GCF_000007445:NC_004431.1:3153483-3152722	GCF_000007445:PLMNMHBN_03034	5'/3'-nucleotidase SurE	3.1.3.5	
g000314	GCF_000007445:NC_004431.1:3168399-3168563	GCF_000007445:PLMNMHBN_03052	putative protein YgcP		
g000315	GCF_000007445:NC_004431.1:3178308-3177637	GCF_000007445:PLMNMHBN_03060	7-carboxy-7-deazaguanine synthase	4.3.99.3	
g000316	GCF_000007445:NC_004431.1:3180005-3181159	GCF_000007445:PLMNMHBN_03063	hypothetical protein		
g000317	GCF_000007445:NC_004431.1:3194204-3194046	GCF_000007445:PLMNMHBN_03072	Glucarate dehydratase	4.2.1.40	
g000318	GCF_000007445:NC_004431.1:3212454-3213752	GCF_000007445:PLMNMHBN_03088	L-fuculokinase	2.7.1.51	
g000319	GCF_000007445:NC_004431.1:3216497-3216102	GCF_000007445:PLMNMHBN_03092	hypothetical protein		
g000320	GCF_000007445:NC_004431.1:322282-322740	GCF_000007445:PLMNMHBN_00305	hypothetical protein		
g000321	GCF_000007445:NC_004431.1:3223582-3225120	GCF_000007445:PLMNMHBN_03103	hypothetical protein		
g000322	GCF_000007445:NC_004431.1:323036-323194	GCF_000007445:PLMNMHBN_00306	hypothetical protein		
g000323	GCF_000007445:NC_004431.1:3232193-3234655	GCF_000007445:PLMNMHBN_03109	Actin cross-linking toxin VgrG1	6.3.2.-	
g000324	GCF_000007445:NC_004431.1:323231-323422	GCF_000007445:PLMNMHBN_00307	hypothetical protein		
g000325	GCF_000007445:NC_004431.1:3235491-3237467	GCF_000007445:PLMNMHBN_03111	hypothetical protein		
g000326	GCF_000007445:NC_004431.1:323695-323937	GCF_000007445:PLMNMHBN_00309	hypothetical protein		
g000327	GCF_000007445:NC_004431.1:3237749-3239182	GCF_000007445:PLMNMHBN_03113	hypothetical protein		
g000328	GCF_000007445:NC_004431.1:3244164-3246965	GCF_000007445:PLMNMHBN_03116	hypothetical protein		
g000329	GCF_000007445:NC_004431.1:3259781-3257955	GCF_000007445:PLMNMHBN_03127	RecBCD enzyme subunit RecD	3.1.11.5	
g000330	GCF_000007445:NC_004431.1:3299930-3300409	GCF_000007445:PLMNMHBN_03160	Nicotinate dehydrogenase small FeS subunit	1.17.1.5	
g000331	GCF_000007445:NC_004431.1:3311471-3312001	GCF_000007445:PLMNMHBN_03169	Molybdenum cofactor cytidylyltransferase	2.7.7.76	
g000332	GCF_000007445:NC_004431.1:3330439-3329981	GCF_000007445:PLMNMHBN_03182	hypothetical protein		
g000333	GCF_000007445:NC_004431.1:3340477-3340166	GCF_000007445:PLMNMHBN_03193	hypothetical protein		
g000334	GCF_000007445:NC_004431.1:334561-334875	GCF_000007445:PLMNMHBN_00315	hypothetical protein		
g000335	GCF_000007445:NC_004431.1:3356801-3357856	GCF_000007445:PLMNMHBN_03208	Methylmalonyl-CoA mutase	5.4.99.2	
g000336	GCF_000007445:NC_004431.1:336133-337293	GCF_000007445:PLMNMHBN_00317	hypothetical protein		
g000337	GCF_000007445:NC_004431.1:337318-339465	GCF_000007445:PLMNMHBN_00318	Toxin RTX-I translocation ATP-binding protein		
g000338	GCF_000007445:NC_004431.1:3373592-3374266	GCF_000007445:PLMNMHBN_03227	Modulator of FtsH protease HflC		
g000339	GCF_000007445:NC_004431.1:3405013-3402878	GCF_000007445:PLMNMHBN_03257	Constitutive ornithine decarboxylase	4.1.1.17	
g000340	GCF_000007445:NC_004431.1:340972-345804	GCF_000007445:PLMNMHBN_00320	hypothetical protein		
g000341	GCF_000007445:NC_004431.1:3410294-3409389	GCF_000007445:PLMNMHBN_03262	Phosphoethanolamine transferase OpgE	2.7.-.-	
g000342	GCF_000007445:NC_004431.1:3411270-3411677	GCF_000007445:PLMNMHBN_03265	hypothetical protein		
g000343	GCF_000007445:NC_004431.1:3411690-3412808	GCF_000007445:PLMNMHBN_03266	hypothetical protein		
g000344	GCF_000007445:NC_004431.1:3415551-3415946	GCF_000007445:PLMNMHBN_03269	Putative protein-methionine-sulfoxide reductase subunit YedZ1		
g000345	GCF_000007445:NC_004431.1:3416149-3416892	GCF_000007445:PLMNMHBN_03270	Putative protein-methionine-sulfoxide reductase subunit YedZ1		
g000346	GCF_000007445:NC_004431.1:3422041-3424164	GCF_000007445:PLMNMHBN_03274	Alpha-hemolysin translocation ATP-binding protein HlyB		
g000347	GCF_000007445:NC_004431.1:3427964-3428356	GCF_000007445:PLMNMHBN_03280	hypothetical protein		
g000348	GCF_000007445:NC_004431.1:3431743-3431222	GCF_000007445:PLMNMHBN_03284	Fimbrial protein PapE		
g000349	GCF_000007445:NC_004431.1:3436895-3436308	GCF_000007445:PLMNMHBN_03289	PAP fimbrial minor pilin protein		
g000350	GCF_000007445:NC_004431.1:3437531-3436965	GCF_000007445:PLMNMHBN_03290	Pap fimbrial major pilin protein		
g000351	GCF_000007445:NC_004431.1:3440140-3439784	GCF_000007445:PLMNMHBN_03294	hypothetical protein		
g000352	GCF_000007445:NC_004431.1:3444382-3444110	GCF_000007445:PLMNMHBN_03300	hypothetical protein		
g000353	GCF_000007445:NC_004431.1:3445858-3447357	GCF_000007445:PLMNMHBN_03304	hypothetical protein		
g000354	GCF_000007445:NC_004431.1:3454584-3453103	GCF_000007445:PLMNMHBN_03309	hypothetical protein		
g000355	GCF_000007445:NC_004431.1:3456315-3455734	GCF_000007445:PLMNMHBN_03312	hypothetical protein		
g000356	GCF_000007445:NC_004431.1:345925-346407	GCF_000007445:PLMNMHBN_00321	hypothetical protein		
g000357	GCF_000007445:NC_004431.1:346429-346938	GCF_000007445:PLMNMHBN_00322	Transcriptional regulatory protein RcsB		
g000358	GCF_000007445:NC_004431.1:3472140-3472439	GCF_000007445:PLMNMHBN_03321	HTH-type transcriptional repressor NanR		
g000359	GCF_000007445:NC_004431.1:3473413-3472475	GCF_000007445:PLMNMHBN_03322	Acetylxylan esterase	3.1.1.72	
g000360	GCF_000007445:NC_004431.1:3474572-3473463	GCF_000007445:PLMNMHBN_03323	N-acetylneuraminate epimerase	5.1.3.24	
g000361	GCF_000007445:NC_004431.1:3476150-3475341	GCF_000007445:PLMNMHBN_03325	Acetylxylan esterase	3.1.1.72	
g000362	GCF_000007445:NC_004431.1:3478571-3477696	GCF_000007445:PLMNMHBN_03327	N-acetylmannosamine kinase	2.7.1.60	
g000363	GCF_000007445:NC_004431.1:3479522-3478605	GCF_000007445:PLMNMHBN_03328	N-acetylneuraminate lyase	4.1.3.3	
g000364	GCF_000007445:NC_004431.1:3484231-3483812	GCF_000007445:PLMNMHBN_03334	hypothetical protein		
g000365	GCF_000007445:NC_004431.1:3486801-3487007	GCF_000007445:PLMNMHBN_03336	hypothetical protein		
g000366	GCF_000007445:NC_004431.1:3487093-3487665	GCF_000007445:PLMNMHBN_03337	hypothetical protein		
g000367	GCF_000007445:NC_004431.1:3495115-3495444	GCF_000007445:PLMNMHBN_03341	hypothetical protein		
g000368	GCF_000007445:NC_004431.1:3495431-3495823	GCF_000007445:PLMNMHBN_03342	hypothetical protein		
g000369	GCF_000007445:NC_004431.1:3498838-3499941	GCF_000007445:PLMNMHBN_03346	hypothetical protein		
g000370	GCF_000007445:NC_004431.1:3499886-3500404	GCF_000007445:PLMNMHBN_03347	hypothetical protein		
g000371	GCF_000007445:NC_004431.1:3508458-3509303	GCF_000007445:PLMNMHBN_03360	hypothetical protein		
g000372	GCF_000007445:NC_004431.1:3509372-3509767	GCF_000007445:PLMNMHBN_03361	hypothetical protein		
g000373	GCF_000007445:NC_004431.1:3511296-3511006	GCF_000007445:PLMNMHBN_03363	hypothetical protein		
g000374	GCF_000007445:NC_004431.1:3514319-3515995	GCF_000007445:PLMNMHBN_03366	Polysialic acid transport protein KpsD		
g000375	GCF_000007445:NC_004431.1:3516742-3518769	GCF_000007445:PLMNMHBN_03368	hypothetical protein		
g000376	GCF_000007445:NC_004431.1:3528519-3527848	GCF_000007445:PLMNMHBN_03375	Polysialic acid transport ATP-binding protein KpsT		
g000377	GCF_000007445:NC_004431.1:3531597-3531004	GCF_000007445:PLMNMHBN_03378	Type II secretion system protein L		
g000378	GCF_000007445:NC_004431.1:3532181-3531570	GCF_000007445:PLMNMHBN_03379	Type II secretion system protein L		
g000379	GCF_000007445:NC_004431.1:3532591-3532178	GCF_000007445:PLMNMHBN_03380	Putative type II secretion system protein K		
g000380	GCF_000007445:NC_004431.1:3548133-3549305	GCF_000007445:PLMNMHBN_03393	8-amino-7-oxononanoate synthase	2.3.1.47	
g000381	GCF_000007445:NC_004431.1:3555986-3556678	GCF_000007445:PLMNMHBN_03401	Thymidylate kinase	2.7.4.9	
g000382	GCF_000007445:NC_004431.1:3558226-3556727	GCF_000007445:PLMNMHBN_03402	Low-affinity inorganic phosphate transporter 1		
g000383	GCF_000007445:NC_004431.1:3588718-3589200	GCF_000007445:PLMNMHBN_03433	Sialic acid TRAP transporter small permease protein SiaQ		
g000384	GCF_000007445:NC_004431.1:3589211-3590515	GCF_000007445:PLMNMHBN_03434	C4-dicarboxylate TRAP transporter large permease protein DctM		
g000385	GCF_000007445:NC_004431.1:3590586-3590467	GCF_000007445:PLMNMHBN_03435	hypothetical protein		
g000386	GCF_000007445:NC_004431.1:3606910-3605927	GCF_000007445:PLMNMHBN_03452	putative siderophore transport system permease protein YfiZ		
g000387	GCF_000007445:NC_004431.1:3618857-3620653	GCF_000007445:PLMNMHBN_03463	Arylsulfate sulfotransferase AssT	2.8.2.22	
g000388	GCF_000007445:NC_004431.1:3624578-3625141	GCF_000007445:PLMNMHBN_03469	putative fimbrial-like protein YbgD		
g000389	GCF_000007445:NC_004431.1:3676611-3677303	GCF_000007445:PLMNMHBN_03514	hypothetical protein		
g000390	GCF_000007445:NC_004431.1:3690558-3690950	GCF_000007445:PLMNMHBN_03529	Inner membrane protein YqjF		
g000391	GCF_000007445:NC_004431.1:3692291-3692659	GCF_000007445:PLMNMHBN_03531	Inner membrane protein YhaH		
g000392	GCF_000007445:NC_004431.1:3716233-3717513	GCF_000007445:PLMNMHBN_03553	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ		
g000393	GCF_000007445:NC_004431.1:371751-371227	GCF_000007445:PLMNMHBN_00346	Transcriptional repressor MprA		
g000394	GCF_000007445:NC_004431.1:3733083-3732448	GCF_000007445:PLMNMHBN_03571	hypothetical protein		
g000395	GCF_000007445:NC_004431.1:3751922-3751846	GCF_000007445:PLMNMHBN_03589	tRNA-Met(cat)		
g000396	GCF_000007445:NC_004431.1:3759000-3758632	GCF_000007445:PLMNMHBN_03596	ATP-dependent zinc metalloprotease FtsH	3.4.24.-	
g000397	GCF_000007445:NC_004431.1:3760576-3758948	GCF_000007445:PLMNMHBN_03597	ATP-dependent zinc metalloprotease FtsH	3.4.24.-	
g000398	GCF_000007445:NC_004431.1:3766939-3766628	GCF_000007445:PLMNMHBN_03605	50S ribosomal protein L21		
g000399	GCF_000007445:NC_004431.1:3864927-3863803	GCF_000007445:PLMNMHBN_03700	DNA processing protein DprA		
g000400	GCF_000007445:NC_004431.1:3887756-3889708	GCF_000007445:PLMNMHBN_03740	Putative type II secretion system protein D		
g000401	GCF_000007445:NC_004431.1:3893723-3894310	GCF_000007445:PLMNMHBN_03746	Putative type II secretion system protein J		
g000402	GCF_000007445:NC_004431.1:389979-388990	GCF_000007445:PLMNMHBN_00359	NADH oxidase	1.-.-.-	
g000403	GCF_000007445:NC_004431.1:3907106-3906720	GCF_000007445:PLMNMHBN_03760	Sulfurtransferase TusD	2.8.1.-	
g000404	GCF_000007445:NC_004431.1:3917508-3918140	GCF_000007445:PLMNMHBN_03773	cAMP-activated global transcriptional regulator CRP		
g000405	GCF_000007445:NC_004431.1:3928391-3929197	GCF_000007445:PLMNMHBN_03783	Nitrite transporter NirC		
g000406	GCF_000007445:NC_004431.1:3938469-3937621	GCF_000007445:PLMNMHBN_03793	hypothetical protein		
