#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_000321465.1	PRJNA224116	SAMN00779800	AHWH00000000.1	na	1138880	1352	Enterococcus faecium EnGen0005	strain=E0045		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E0045_V1	Broad Institute	GCA_000321465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/465/GCF_000321465.1_Ente_faec_E0045_V1		
GCF_000321485.1	PRJNA224116	SAMN00779811	AHWI00000000.1	na	1138881	1352	Enterococcus faecium EnGen0012	strain=E0120		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E0120_V1	Broad Institute	GCA_000321485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/485/GCF_000321485.1_Ente_faec_E0120_V1		
GCF_000321505.1	PRJNA224116	SAMN00779822	AHWJ00000000.1	na	1138882	1352	Enterococcus faecium EnGen0010	strain=E0164		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E0164_V1	Broad Institute	GCA_000321505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/505/GCF_000321505.1_Ente_faec_E0164_V1		
GCF_000321525.1	PRJNA224116	SAMN00779833	AHWK00000000.1	na	1138883	1352	Enterococcus faecium EnGen0022	strain=E0269		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E0269_V1	Broad Institute	GCA_000321525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/525/GCF_000321525.1_Ente_faec_E0269_V1		
GCF_000321545.1	PRJNA224116	SAMN00779844	AHWL00000000.1	na	1138884	1352	Enterococcus faecium EnGen0013	strain=E0333		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E0333_V1	Broad Institute	GCA_000321545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/545/GCF_000321545.1_Ente_faec_E0333_V1		
GCF_000321565.1	PRJNA224116	SAMN00779855	AHWM00000000.1	na	1138885	1352	Enterococcus faecium EnGen0014	strain=E0679		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E0679_V1	Broad Institute	GCA_000321565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/565/GCF_000321565.1_Ente_faec_E0679_V1		
GCF_000321585.1	PRJNA224116	SAMN00779866	AHWN00000000.1	na	1138886	1352	Enterococcus faecium EnGen0019	strain=E0680		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E0680_V1	Broad Institute	GCA_000321585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/585/GCF_000321585.1_Ente_faec_E0680_V1		
GCF_000321605.1	PRJNA224116	SAMN00779867	AHWO00000000.1	na	1138887	1352	Enterococcus faecium EnGen0008	strain=E0688		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E0688_V1	Broad Institute	GCA_000321605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/605/GCF_000321605.1_Ente_faec_E0688_V1		
GCF_000321625.1	PRJNA224116	SAMN00779868	AHWP00000000.1	na	1138888	1352	Enterococcus faecium EnGen0015	strain=E1007		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1007_V1	Broad Institute	GCA_000321625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/625/GCF_000321625.1_Ente_faec_E1007_V1		
GCF_000321645.1	PRJNA224116	SAMN00779801	AHWQ00000000.1	na	1138889	1352	Enterococcus faecium EnGen0017	strain=E1050		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1050_V1	Broad Institute	GCA_000321645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/645/GCF_000321645.1_Ente_faec_E1050_V1		
GCF_000321665.1	PRJNA224116	SAMN00779802	AHWR00000000.1	na	1138890	1352	Enterococcus faecium EnGen0002	strain=E1133		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1133_V1	Broad Institute	GCA_000321665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/665/GCF_000321665.1_Ente_faec_E1133_V1		
GCF_000321685.1	PRJNA224116	SAMN00779803	AHWS00000000.1	na	1138891	1352	Enterococcus faecium EnGen0011	strain=E1185		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1185_V1	Broad Institute	GCA_000321685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/685/GCF_000321685.1_Ente_faec_E1185_V1		
GCF_000321705.1	PRJNA224116	SAMN00779804	AHWT00000000.1	na	1138892	1352	Enterococcus faecium EnGen0004	strain=E1258		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1258_V1	Broad Institute	GCA_000321705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/705/GCF_000321705.1_Ente_faec_E1258_V1		
GCF_000321725.1	PRJNA224116	SAMN00779806	AHWV00000000.1	na	1138894	1352	Enterococcus faecium EnGen0016	strain=E1392		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1392_V1	Broad Institute	GCA_000321725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/725/GCF_000321725.1_Ente_faec_E1392_V1		
GCF_000321745.1	PRJNA224116	SAMN00779807	AHWW00000000.1	na	1138895	1352	Enterococcus faecium EnGen0021	strain=E1552		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1552_V1	Broad Institute	GCA_000321745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/745/GCF_000321745.1_Ente_faec_E1552_V1		
GCF_000321765.1	PRJNA224116	SAMN00779808	AHWX00000000.1	na	1138896	1352	Enterococcus faecium EnGen0009	strain=E1573		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1573_V1	Broad Institute	GCA_000321765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/765/GCF_000321765.1_Ente_faec_E1573_V1		
GCF_000321785.1	PRJNA224116	SAMN00779809	AHWY00000000.1	na	1138897	1352	Enterococcus faecium EnGen0020	strain=E1574		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1574_V1	Broad Institute	GCA_000321785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/785/GCF_000321785.1_Ente_faec_E1574_V1		
GCF_000321805.1	PRJNA224116	SAMN00779810	AHWZ00000000.1	na	1138898	1352	Enterococcus faecium EnGen0001	strain=E1575		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1575_V1	Broad Institute	GCA_000321805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/805/GCF_000321805.1_Ente_faec_E1575_V1		
GCF_000321825.1	PRJNA224116	SAMN00779812	AHXA00000000.1	na	1138899	1352	Enterococcus faecium EnGen0018	strain=E1576		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1576_V1	Broad Institute	GCA_000321825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/825/GCF_000321825.1_Ente_faec_E1576_V1		
GCF_000321845.1	PRJNA224116	SAMN00779813	AHXB00000000.1	na	1138900	1352	Enterococcus faecium EnGen0007	strain=E1578		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1578_V1	Broad Institute	GCA_000321845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/845/GCF_000321845.1_Ente_faec_E1578_V1		
GCF_000321865.1	PRJNA224116	SAMN00779814	AHXC00000000.1	na	1138901	1352	Enterococcus faecium EnGen0003	strain=E1590		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1590_V1	Broad Institute	GCA_000321865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/865/GCF_000321865.1_Ente_faec_E1590_V1		
GCF_000321885.1	PRJNA224116	SAMN00779815	AHXD00000000.1	na	1138902	1352	Enterococcus faecium EnGen0028	strain=E1604		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1604_V1	Broad Institute	GCA_000321885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/885/GCF_000321885.1_Ente_faec_E1604_V1		
GCF_000321905.1	PRJNA224116	SAMN00779816	AHXE00000000.1	na	1138903	1352	Enterococcus faecium EnGen0029	strain=E1613		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1613_V1	Broad Institute	GCA_000321905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/905/GCF_000321905.1_Ente_faec_E1613_V1		
GCF_000321925.1	PRJNA224116	SAMN00779817	AHXF00000000.1	na	1138904	1352	Enterococcus faecium EnGen0027	strain=E1620		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1620_V1	Broad Institute	GCA_000321925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/925/GCF_000321925.1_Ente_faec_E1620_V1		
GCF_000321945.1	PRJNA224116	SAMN00779818	AHXG00000000.1	na	1138905	1352	Enterococcus faecium EnGen0032	strain=E1622		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1622_V1	Broad Institute	GCA_000321945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/945/GCF_000321945.1_Ente_faec_E1622_V1		
GCF_000321965.1	PRJNA224116	SAMN00779819	AHXH00000000.1	na	1138906	1352	Enterococcus faecium EnGen0031	strain=E1623		latest	Scaffold	Major	Full	2013/01/25	Ente_faec_E1623_V1	Broad Institute	GCA_000321965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/965/GCF_000321965.1_Ente_faec_E1623_V1		
GCF_000321985.1	PRJNA224116	SAMN00779820	AHXI00000000.1	na	1138907	1352	Enterococcus faecium EnGen0025	strain=E1626		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1626_V1	Broad Institute	GCA_000321985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/985/GCF_000321985.1_Ente_faec_E1626_V1		
GCF_000322005.1	PRJNA224116	SAMN00779821	AHXJ00000000.1	na	1138908	1352	Enterococcus faecium EnGen0035	strain=E1627		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1627_V1	Broad Institute	GCA_000322005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/005/GCF_000322005.1_Ente_faec_E1627_V1		
GCF_000322025.1	PRJNA224116	SAMN00779823	AHXK00000000.1	na	1138909	1352	Enterococcus faecium EnGen0039	strain=E1630		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1630_V1	Broad Institute	GCA_000322025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/025/GCF_000322025.1_Ente_faec_E1630_V1		
GCF_000322045.1	PRJNA224116	SAMN00779824	AHXL00000000.1	na	1138910	1352	Enterococcus faecium EnGen0040	strain=E1634		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1634_V1	Broad Institute	GCA_000322045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/045/GCF_000322045.1_Ente_faec_E1634_V1		
GCF_000322065.1	PRJNA224116	SAMN00779827	AHXO00000000.1	na	1138913	1352	Enterococcus faecium EnGen0036	strain=E1731		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1731_V1	Broad Institute	GCA_000322065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/065/GCF_000322065.1_Ente_faec_E1731_V1		
GCF_000322085.1	PRJNA224116	SAMN00779828	AHXP00000000.1	na	1138914	1352	Enterococcus faecium EnGen0042	strain=E1861		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1861_V1	Broad Institute	GCA_000322085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/085/GCF_000322085.1_Ente_faec_E1861_V1		
GCF_000322105.1	PRJNA224116	SAMN00779829	AHXQ00000000.1	na	1138915	1352	Enterococcus faecium EnGen0024	strain=E1904		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1904_V1	Broad Institute	GCA_000322105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/105/GCF_000322105.1_Ente_faec_E1904_V1		
GCF_000322125.1	PRJNA224116	SAMN00779830	AHXR00000000.1	na	1138916	1352	Enterococcus faecium EnGen0033	strain=E1972		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1972_V1	Broad Institute	GCA_000322125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/125/GCF_000322125.1_Ente_faec_E1972_V1		
GCF_000322145.1	PRJNA224116	SAMN00779831	AHXS00000000.1	na	1138917	1352	Enterococcus faecium EnGen0026	strain=E2039		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E2039_V1	Broad Institute	GCA_000322145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/145/GCF_000322145.1_Ente_faec_E2039_V1		
GCF_000322165.1	PRJNA224116	SAMN00779832	AHXT00000000.1	na	1138918	1352	Enterococcus faecium EnGen0044	strain=E2071		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E2071_V1	Broad Institute	GCA_000322165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/165/GCF_000322165.1_Ente_faec_E2071_V1		
GCF_000322185.1	PRJNA224116	SAMN00779834	AHXU00000000.1	na	1138919	1352	Enterococcus faecium EnGen0043	strain=E2134		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E2134_V1	Broad Institute	GCA_000322185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/185/GCF_000322185.1_Ente_faec_E2134_V1		
GCF_000322205.1	PRJNA224116	SAMN00779835	AHXV00000000.1	na	1138920	1352	Enterococcus faecium EnGen0034	strain=E2297		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E2297_V1	Broad Institute	GCA_000322205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/205/GCF_000322205.1_Ente_faec_E2297_V1		
GCF_000322225.1	PRJNA224116	SAMN00779836	AHXW00000000.1	na	1138921	1352	Enterococcus faecium EnGen0038	strain=E2620		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E2620_V1	Broad Institute	GCA_000322225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/225/GCF_000322225.1_Ente_faec_E2620_V1		
GCF_000322245.1	PRJNA224116	SAMN00779837	AHXX00000000.1	na	1138922	1352	Enterococcus faecium EnGen0030	strain=E2883		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E2883_V1	Broad Institute	GCA_000322245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/245/GCF_000322245.1_Ente_faec_E2883_V1		
GCF_000322265.1	PRJNA224116	SAMN00779839	AHXZ00000000.1	na	1138924	1352	Enterococcus faecium EnGen0056	strain=E3083		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E3083_V1	Broad Institute	GCA_000322265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/265/GCF_000322265.1_Ente_faec_E3083_V1		
GCF_000322285.1	PRJNA224116	SAMN00779840	AHYA00000000.1	na	1138925	1352	Enterococcus faecium EnGen0052	strain=E3346		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E3346_V1	Broad Institute	GCA_000322285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/285/GCF_000322285.1_Ente_faec_E3346_V1		
GCF_000322305.1	PRJNA224116	SAMN00779841	AHYB00000000.1	na	1138926	1352	Enterococcus faecium EnGen0047	strain=E3548		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E3548_V1	Broad Institute	GCA_000322305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/305/GCF_000322305.1_Ente_faec_E3548_V1		
GCF_000322325.1	PRJNA224116	SAMN00779845	AHYE00000000.1	na	1138929	1352	Enterococcus faecium EnGen0048	strain=E4215		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E4215_V1	Broad Institute	GCA_000322325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/325/GCF_000322325.1_Ente_faec_E4215_V1		
GCF_000322345.1	PRJNA224116	SAMN00779846	AHYF00000000.1	na	1138930	1352	Enterococcus faecium EnGen0054	strain=E1321		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1321_V1	Broad Institute	GCA_000322345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/345/GCF_000322345.1_Ente_faec_E1321_V1		
GCF_000322365.1	PRJNA224116	SAMN00779847	AHYG00000000.1	na	1138931	1352	Enterococcus faecium EnGen0051	strain=E1644		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E1644_V1	Broad Institute	GCA_000322365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/365/GCF_000322365.1_Ente_faec_E1644_V1		
GCF_000322385.1	PRJNA224116	SAMN00779848	AHYH00000000.1	na	1138932	1352	Enterococcus faecium EnGen0050	strain=E2369		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E2369_V1	Broad Institute	GCA_000322385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/385/GCF_000322385.1_Ente_faec_E2369_V1		
GCF_000322405.1	PRJNA224116	SAMN00779849	AHYI00000000.1	na	1138933	1352	Enterococcus faecium EnGen0046	strain=E2560		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E2560_V1	Broad Institute	GCA_000322405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/405/GCF_000322405.1_Ente_faec_E2560_V1		
GCF_000322425.1	PRJNA224116	SAMN00779850	AHYJ00000000.1	na	1138934	1352	Enterococcus faecium EnGen0057	strain=E4389		latest	Scaffold	Major	Full	2013/01/25	Ente_faec_E4389_V1	Broad Institute	GCA_000322425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/425/GCF_000322425.1_Ente_faec_E4389_V1		
GCF_000322445.1	PRJNA224116	SAMN00779851	AHYK00000000.1	na	1138935	1352	Enterococcus faecium EnGen0045	strain=E6012		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E6012_V1	Broad Institute	GCA_000322445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/445/GCF_000322445.1_Ente_faec_E6012_V1		
GCF_000322465.1	PRJNA224116	SAMN00779852	AHYL00000000.1	na	1138936	1352	Enterococcus faecium EnGen0049	strain=E6045		latest	Scaffold	Major	Full	2013/03/21	Ente_faec_E6045_V1	Broad Institute	GCA_000322465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/322/465/GCF_000322465.1_Ente_faec_E6045_V1		
GCF_000328425.1	PRJNA224116	SAMN02470931	AJTW00000000.1	na	1176489	1352	Enterococcus faecium C309	strain=C309		latest	Contig	Major	Full	2012/12/24	Hybrid assembly	Shanghai Institutes for Biological Sciences, Chinese Academy of Sciences	GCA_000328425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/425/GCF_000328425.1_Hybrid_assembly		
GCF_000336405.1	PRJNA224116	SAMN02604149		na	1104325	1352	Enterococcus faecium NRRL B-2354	strain=NRRL B-2354		latest	Complete Genome	Major	Full	2013/02/04	ASM33640v1	University of California, Davis	GCA_000336405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/405/GCF_000336405.1_ASM33640v1		
GCF_000390465.1	PRJNA224116	SAMN00779805	AHWU00000000.1	na	1138893	1352	Enterococcus faecium EnGen0006	strain=E1293		latest	Scaffold	Major	Full	2013/05/14	Ente_faec_E1293_V1	Broad Institute	GCA_000390465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/465/GCF_000390465.1_Ente_faec_E1293_V1		
GCF_000390485.1	PRJNA224116	SAMN00779838	AHXY00000000.1	na	1138923	1352	Enterococcus faecium EnGen0041	strain=E2966		latest	Scaffold	Major	Full	2013/05/14	Ente_faec_E2966_V1	Broad Institute	GCA_000390485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/485/GCF_000390485.1_Ente_faec_E2966_V1		
GCF_000391745.1	PRJNA224116	SAMN00808943	AISL00000000.1	na	1157416	1352	Enterococcus faecium EnGen0131	strain=109 A1		latest	Scaffold	Major	Full	2013/05/14	Ente_faec_109_A1_V1	Broad Institute	GCA_000391745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/745/GCF_000391745.1_Ente_faec_109_A1_V1		
GCF_000391785.1	PRJNA224116	SAMN00808945	AISN00000000.1	na	1157418	1352	Enterococcus faecium EnGen0124	strain=7230532-1		latest	Scaffold	Major	Full	2013/05/13	Ente_faec_7230532-1_V1	Broad Institute	GCA_000391785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/785/GCF_000391785.1_Ente_faec_7230532-1_V1		
GCF_000391805.1	PRJNA224116	SAMN00808947	AISO00000000.1	na	1157419	1352	Enterococcus faecium EnGen0125	strain=7330381-1		latest	Scaffold	Major	Full	2013/05/14	Ente_faec_7330381-1_V1	Broad Institute	GCA_000391805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/805/GCF_000391805.1_Ente_faec_7330381-1_V1		
GCF_000391825.1	PRJNA224116	SAMN00808948	AISP00000000.1	na	1157420	1352	Enterococcus faecium EnGen0133	strain=7330446-2		latest	Scaffold	Major	Full	2013/05/14	Ente_faec_7330446-2_V1	Broad Institute	GCA_000391825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/825/GCF_000391825.1_Ente_faec_7330446-2_V1		
GCF_000391845.1	PRJNA224116	SAMN00808949	AISQ00000000.1	na	1157421	1352	Enterococcus faecium EnGen0126	strain=7330519-3		latest	Scaffold	Major	Full	2013/05/14	Ente_faec_7330519-3_V1	Broad Institute	GCA_000391845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/845/GCF_000391845.1_Ente_faec_7330519-3_V1		
GCF_000391865.1	PRJNA224116	SAMN00808950	AISR00000000.1	na	1157422	1352	Enterococcus faecium EnGen0135	strain=7330614-1		latest	Scaffold	Major	Full	2013/05/14	Ente_faec_7330614-1_V1	Broad Institute	GCA_000391865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/865/GCF_000391865.1_Ente_faec_7330614-1_V1		
GCF_000391885.1	PRJNA224116	SAMN00808951	AISS00000000.1	na	1157423	1352	Enterococcus faecium EnGen0129	strain=7330884-2		latest	Scaffold	Major	Full	2013/05/13	Ente_faec_7330884-2_V1	Broad Institute	GCA_000391885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/885/GCF_000391885.1_Ente_faec_7330884-2_V1		
GCF_000391905.1	PRJNA224116	SAMN00808952	AIST00000000.1	na	1157424	1352	Enterococcus faecium EnGen0134	strain=7430166-3		latest	Scaffold	Major	Full	2013/05/14	Ente_faec_7430166-3_V1	Broad Institute	GCA_000391905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/905/GCF_000391905.1_Ente_faec_7430166-3_V1		
GCF_000391925.1	PRJNA224116	SAMN00808953	AISU00000000.1	na	1157425	1352	Enterococcus faecium EnGen0130	strain=841V03		latest	Scaffold	Major	Full	2013/05/14	Ente_faec_841V03_V1	Broad Institute	GCA_000391925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/925/GCF_000391925.1_Ente_faec_841V03_V1		
GCF_000391945.1	PRJNA224116	SAMN00808958	AISY00000000.1	na	1157429	1352	Enterococcus faecium EnGen0128	strain=9730219-1		latest	Scaffold	Major	Full	2013/05/14	Ente_faec_9730219-1_V1	Broad Institute	GCA_000391945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/945/GCF_000391945.1_Ente_faec_9730219-1_V1		
GCF_000391965.1	PRJNA224116	SAMN00808959	AISZ00000000.1	na	1157430	1352	Enterococcus faecium EnGen0132	strain=9730357-1		latest	Scaffold	Major	Full	2013/05/14	Ente_faec_9730357-1_V1	Broad Institute	GCA_000391965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/965/GCF_000391965.1_Ente_faec_9730357-1_V1		
GCF_000391985.1	PRJNA224116	SAMN00808960	AITA00000000.1	na	1157431	1352	Enterococcus faecium EnGen0136	strain=9731349-1		latest	Scaffold	Major	Full	2013/05/14	Ente_faec_9731349-1_V1	Broad Institute	GCA_000391985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/985/GCF_000391985.1_Ente_faec_9731349-1_V1		
GCF_000392005.1	PRJNA224116	SAMN00808961	AITB00000000.1	na	1157432	1352	Enterococcus faecium EnGen0137	strain=9731352-4		latest	Scaffold	Major	Full	2013/05/13	Ente_faec_9731352-4_V1	Broad Institute	GCA_000392005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/392/005/GCF_000392005.1_Ente_faec_9731352-4_V1		
GCF_000392025.1	PRJNA224116	SAMN00808962	AITC00000000.1	na	1157433	1352	Enterococcus faecium EnGen0138	strain=9830091-5		latest	Scaffold	Major	Full	2013/05/13	Ente_faec_9830091-5_V1	Broad Institute	GCA_000392025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/392/025/GCF_000392025.1_Ente_faec_9830091-5_V1		
GCF_000392045.1	PRJNA224116	SAMN00808964	AITE00000000.1	na	1157435	1352	Enterococcus faecium EnGen0140	strain=9830512-2		latest	Scaffold	Major	Full	2013/05/14	Ente_faec_9830512-2_V1	Broad Institute	GCA_000392045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/392/045/GCF_000392045.1_Ente_faec_9830512-2_V1		
GCF_000392065.1	PRJNA224116	SAMN00808966	AITG00000000.1	na	1157437	1352	Enterococcus faecium EnGen0142	strain=9830565-4		latest	Scaffold	Major	Full	2013/05/14	Ente_faec_9830565-4_V1	Broad Institute	GCA_000392065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/392/065/GCF_000392065.1_Ente_faec_9830565-4_V1		
