assembly_accession	Description	Phylogroup	#Organism/Name	Strain	CladeID	BioSample	BioProject	Group	SubGroup	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Level	RefSeq FTP	GenBank FTP	taxid	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+	isComplete	isContamination	isHeterogeneity
GCF_000227625.1	Escherichia coli O7:K1 str. CE10, complete genome	F	Escherichia coli O7:K1 str. CE10	CE10	19668	SAMN02603406 	PRJNA63597	Proteobacteria	Gammaproteobacteria	5.37873	50.5766	chromosome:NC_017646.1/CP003034.1; plasmid pCE10A:NC_017647.1/CP003035.1; plasmid pCE10B:NC_017648.1/CP003036.1; plasmid pCE10C:NC_017649.1/CP003037.1; plasmid pCE10D:NC_017650.1/CP003038.1	-	5	5575	5139	2011-10-06	2017-03-22	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/227/625/GCF_000227625.1_ASM22762v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/227/625/GCA_000227625.1_ASM22762v1	1072459	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.04	0	5378729	0	5	5	5313531	5313531	1075745	1075745	5313531	5313531	50.5	3.95	88.09	11	5146	1	1171	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000233875.1	Escherichia coli str. 'clone D i2', complete genome	B2	Escherichia coli str. 'clone D i2'	clone D i2	19668	SAMN02603902 	PRJNA52021	Proteobacteria	Gammaproteobacteria	5.03839	50.6	chromosome:NC_017651.1/CP002211.1	-	1	5143	4822	2011-11-03	2017-02-22	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/233/875/GCF_000233875.1_ASM23387v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/233/875/GCA_000233875.1_ASM23387v1	885276	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.08	0	5038386	0	1	1	5038386	5038386	5038386	5038386	5038386	5038386	50.6	0	87.5	11	4609	1	1170	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000233895.1	Escherichia coli str. 'clone D i14', complete genome	B2	Escherichia coli str. 'clone D i14'	clone D i14	19668	SAMN02603903 	PRJNA52023	Proteobacteria	Gammaproteobacteria	5.03839	50.6	chromosome:NC_017652.1/CP002212.1	-	1	5142	4821	2011-11-03	2017-02-22	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/233/895/GCF_000233895.1_ASM23389v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/233/895/GCA_000233895.1_ASM23389v1	885275	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.08	0	5038386	0	1	1	5038386	5038386	5038386	5038386	5038386	5038386	50.6	0	87.5	11	4609	1	1170	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000245515.1	Escherichia coli O55:H7 str. RM12579, complete genome	E	Escherichia coli O55:H7 str. RM12579	RM12579	19668	SAMN02604278 	PRJNA68245	Proteobacteria	Gammaproteobacteria	5.44831	50.4328	chromosome:NC_017656.1/CP003109.1; plasmid p12579_1:NC_017653.1/CP003110.1; plasmid p12579_2:NC_017657.1/CP003111.1; plasmid p12579_3:NC_017654.1/CP003112.1; plasmid p12579_4:NC_017658.1/CP003113.1; plasmid p12579_5:NC_017655.1/CP003114.1	-	6	5701	5278	2012-02-01	2017-02-22	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/515/GCF_000245515.1_ASM24551v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/245/515/GCA_000245515.1_ASM24551v1	1048689	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.04	0	5448306	0	6	6	5263980	5263980	908051	908051	5263980	5263980	50.4	2.43	87.6	11	5136	1	1171	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000258145.1	Escherichia coli W, complete genome	B1	Escherichia coli W	W	19668	SAMN02604169 	PRJNA62301	Proteobacteria	Gammaproteobacteria	5.00535	50.7764	chromosome:NC_017664.1/CP002967.1; plasmid pRK1:NC_017665.1/CP002968.1; plasmid pRK2:NC_017662.1/CP002969.1	-	3	5186	4907	2012-04-06	2017-02-22	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/145/GCF_000258145.1_ASM25814v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/145/GCA_000258145.1_ASM25814v1	566546	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.1	0	5005347	0	3	3	4897452	4897452	1668449	1668449	4897452	4897452	50.8	2.82	88.27	11	4693	3	1202	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000262125.1	Escherichia coli Xuzhou21, complete genome	E	Escherichia coli Xuzhou21	Xuzhou21	19668	SAMN02603645 	PRJNA45823	Proteobacteria	Gammaproteobacteria	5.51674	50.3828	chromosome:NC_017906.1/CP001925.1; plasmid pO157:NC_017907.1/CP001926.1; plasmid pO157_Sal:NC_017903.1/CP001927.1	-	3	5854	5457	2012-05-09	2018-04-04	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/262/125/GCF_000262125.1_ASM26212v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/262/125/GCA_000262125.1_ASM26212v1	741093	f__Enterobacteriaceae (UID5124)	134	1172	336	99.97	0.04	0	5516736	2	3	3	5386223	5386221	1838912	1838911	5386223	5386221	50.4	5.91	87.46	11	5288	1	1170	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000270105.1	Escherichia coli DH1 (ME8569) DNA, complete genome	A	Escherichia coli DH1	DH1	19668	SAMD00060976 	PRJDA52077	Proteobacteria	Gammaproteobacteria	4.62143	50.8	chromosome:NC_017638.1/AP012030.1	-	1	4749	4425	2010-12-17	2017-02-22	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/105/GCF_000270105.1_ASM27010v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/105/GCA_000270105.1_ASM27010v1	536056	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.04	0	4621430	0	1	1	4621430	4621430	4621430	4621430	4621430	4621430	50.8	0	87.6	11	4302	1	1171	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000284495.1	Escherichia coli LF82 chromosome, complete sequence	B2	Escherichia coli LF82	LF82	19668	SAMEA3138414 	PRJNA33825	Proteobacteria	Gammaproteobacteria	4.77311	50.7	chromosome:NC_011993.1/CU651637.1	-	1	4855	4586	2009-01-23	2017-02-22	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/495/GCF_000284495.1_ASM28449v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/495/GCA_000284495.1_ASM28449v1	591946	f__Enterobacteriaceae (UID5124)	134	1173	336	99.91	0.14	0	4773108	0	1	1	4773108	4773108	4773108	4773108	4773108	4773108	50.7	0	88.29	11	4412	3	1168	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000285655.3	Escherichia coli ST131 strain EC958 chromosome, complete genome	B2	Escherichia coli O25b:H4-ST131	EC958	19668	SAMEA2272019 	PRJEA61443	Proteobacteria	Gammaproteobacteria	5.24945	50.8431	chromosome I:NZ_HG941718.1/HG941718.1; plasmid pEC958:NZ_HG941719.1/HG941719.1; plasmid pEC958B:NZ_HG941720.1/HG941720.1	-	3	5472	5109	2014-03-11	2017-02-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/655/GCF_000285655.3_EC958.v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/285/655/GCA_000285655.3_EC958.v1	941322	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.37	0	5249449	0	3	3	5109767	5109767	1749816	1749816	5109767	5109767	50.8	1.15	87.72	11	4925	1	1169	3	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000299255.1	Escherichia coli O104:H4 str. 2009EL-2050, complete genome	B1	Escherichia coli O104:H4 str. 2009EL-2050	2009EL-2050	19668	SAMN01831189 	PRJNA81097	Proteobacteria	Gammaproteobacteria	5.43817	50.5424	chromosome:NC_018650.1/CP003297.1; plasmid p09EL50:NC_018651.1/CP003298.1; plasmid pAA-09EL50:NC_018654.1/CP003299.1; plasmid pG-09EL50:NC_018652.1/CP003300.1	-	4	5769	5349	2012-09-25	2017-02-22	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/255/GCF_000299255.1_ASM29925v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/255/GCA_000299255.1_ASM29925v1	1134782	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.72	18.18	5438174	0	4	4	5253138	5253138	1359543	1359543	5253138	5253138	50.6	3.17	87.33	11	5179	3	1193	11	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000299455.1	Escherichia coli O104:H4 str. 2011C-3493 chromosome, complete genome	B1	Escherichia coli O104:H4 str. 2011C-3493	2011C-3493	19668	SAMN01831188 	PRJNA81095	Proteobacteria	Gammaproteobacteria	5.43741	50.6346	chromosome:NC_018658.1/CP003289.1; plasmid pAA-EA11:NC_018666.1/CP003291.1; plasmid pESBL-EA11:NC_018659.1/CP003290.1; plasmid pG-EA11:NC_018660.1/CP003292.1	-	4	5258	5138	2012-09-27	2017-03-22	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/455/GCF_000299455.1_ASM29945v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/455/GCA_000299455.1_ASM29945v1	1133852	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.14	0	5437407	0	4	4	5273097	5273097	1359351	1359351	5273097	5273097	50.6	1.84	87.26	11	5169	3	1201	3	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000299475.1	Escherichia coli O104:H4 str. 2009EL-2071, complete genome	B1	Escherichia coli O104:H4 str. 2009EL-2071	2009EL-2071	19668	SAMN01831190 	PRJNA81099	Proteobacteria	Gammaproteobacteria	5.38971	50.651	chromosome:NC_018661.1/CP003301.1; plasmid pAA-09EL71:NC_018662.1/CP003302.1; plasmid pG-09EL71:NC_018663.1/CP003303.1	-	3	5715	5283	2012-09-27	2017-02-22	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/475/GCF_000299475.1_ASM29947v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/475/GCA_000299475.1_ASM29947v1	1133853	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.14	0	5389708	0	3	3	5312586	5312586	1796569	1796569	5312586	5312586	50.7	2.02	87.25	11	5125	3	1201	3	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000332755.1	Escherichia coli APEC O78, complete genome	C	Escherichia coli APEC O78	APEC O78	19668	SAMN02603426 	PRJNA184588	Proteobacteria	Gammaproteobacteria	4.79843	50.7	chromosome:NC_020163.1/CP004009.1	-	1	4975	4641	2013-01-23	2017-02-22	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/755/GCF_000332755.1_ASM33275v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/755/GCA_000332755.1_ASM33275v1	1274814	f__Enterobacteriaceae (UID5162)	88	1207	328	99.93	0.1	0	4798435	0	1	1	4798435	4798435	4798435	4798435	4798435	4798435	50.7	0	87.94	11	4517	2	1203	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000468515.1	Escherichia coli LY180, complete genome	B1	Escherichia coli LY180	LY180	19668	SAMN02604176 	PRJNA203308	Proteobacteria	Gammaproteobacteria	4.8356	50.9	chromosome:NC_022364.1/CP006584.1	-	1	4974	4657	2013-09-18	2017-02-22	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/468/515/GCF_000468515.1_ASM46851v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/468/515/GCA_000468515.1_ASM46851v1	1335916	f__Enterobacteriaceae (UID5162)	88	1207	328	99.06	0.15	0	4835601	0	1	1	4835601	4835601	4835601	4835601	4835601	4835601	50.9	0	88.24	11	4507	9	1195	3	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000493755.1	Escherichia coli JJ1886, complete genome	B2	Escherichia coli JJ1886	JJ1886	19668	SAMN02603887 	PRJNA218163	Proteobacteria	Gammaproteobacteria	5.30828	50.7667	chromosome:NC_022648.1/CP006784.1; plasmid pJJ1886_1:NC_022661.1/CP006785.1; plasmid pJJ1886_2:NC_022649.1/CP006786.1; plasmid pJJ1886_3:NC_022662.1/CP006787.1; plasmid pJJ1886_4:NC_022650.1/CP006788.1; plasmid pJJ1886_5:NC_022651.1/CP006789.1	-	6	5589	5238	2013-10-29	2017-02-22	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/755/GCF_000493755.1_ASM49375v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/493/755/GCA_000493755.1_ASM49375v1	1355100	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.35	0	5308284	9	6	6	5129938	5129938	884714	884712	5129938	5129938	50.8	2.84	87.8	11	5058	1	1169	3	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000499485.1	Escherichia coli str. K-12 substr. MC4100 complete genome	A	Escherichia coli str. K-12 substr. MC4100	K-12 substr. MC4100	19668	SAMEA3138816 	PRJEB4621	Proteobacteria	Gammaproteobacteria	4.52725	50.8	chromosome I:NZ_HG738867.1/HG738867.1	-	1	4654	4341	2013-11-05	2017-02-22	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/485/GCF_000499485.1_MYMC4100	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/485/GCA_000499485.1_MYMC4100	1403831	f__Enterobacteriaceae (UID5124)	134	1173	336	99.67	0.04	0	4527247	0	1	1	4527247	4527247	4527247	4527247	4527247	4527247	50.8	0	87.61	11	4217	2	1170	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000520035.1	Escherichia coli O145:H28 str. RM13514, complete genome	D	Escherichia coli O145:H28 str. RM13514	RM13514	19668	SAMN02641383 	PRJNA178648	Proteobacteria	Gammaproteobacteria	5.73729	50.6743	chromosome:NZ_CP006027.1/CP006027.1; plasmid pO145-13514:NZ_CP006028.1/CP006028.1; plasmid pRM13514:NZ_CP006029.1/CP006029.1	-	3	6106	5554	2014-01-14	2017-02-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/520/035/GCF_000520035.1_ASM52003v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/520/035/GCA_000520035.1_ASM52003v1	1248902	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.46	12.5	5737294	0	3	3	5585613	5585613	1912431	1912431	5585613	5585613	50.7	2.09	87.5	11	5584	1	1166	5	1	0	0	complete	non-contaminate	non-heterogeneity
GCF_000520055.1	Escherichia coli O145:H28 str. RM13516, complete genome	D	Escherichia coli O145:H28 str. RM13516	RM13516	19668	SAMN02641384 	PRJNA178650	Proteobacteria	Gammaproteobacteria	5.55901	50.5948	chromosome:NZ_CP006262.1/CP006262.1; plasmid pO145-13516:NZ_CP006263.1/CP006263.1; plasmid pRM13516:NZ_CP006264.1/CP006264.1	-	3	5899	5418	2014-01-14	2017-02-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/520/055/GCF_000520055.1_ASM52005v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/520/055/GCA_000520055.1_ASM52005v1	1248915	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.59	0	5559008	0	3	3	5402276	5402276	1853002	1853002	5402276	5402276	50.6	4.72	87.32	11	5349	3	1195	9	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000662395.1	Escherichia coli O145:H28 str. RM12761, complete genome	D	Escherichia coli O145:H28 str. RM12761	RM12761	19668	SAMN03081526 	PRJNA178649	Proteobacteria	Gammaproteobacteria	5.55901	50.5948	chromosome:NZ_CP007133.1/CP007133.1; plasmid pO145-12761:NZ_CP007135.1/CP007135.1; plasmid pRM12761:NZ_CP007134.1/CP007134.1	-	3	5901	5419	2014-05-01	2017-02-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/662/395/GCF_000662395.1_ASM66239v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/662/395/GCA_000662395.1_ASM66239v1	1248903	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.59	0	5559014	0	3	3	5402281	5402281	1853004	1853004	5402281	5402281	50.6	4.72	87.31	11	5346	3	1195	9	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000671295.1	Escherichia coli O145:H28 str. RM12581, complete genome	D	Escherichia coli O145:H28 str. RM12581	RM12581	19668	SAMN03081527 	PRJNA178647	Proteobacteria	Gammaproteobacteria	5.73729	50.6743	chromosome:NZ_CP007136.1/CP007136.1; plasmid pO145-12581:NZ_CP007138.1/CP007138.1; plasmid pRM12581:NZ_CP007137.1/CP007137.1	-	3	6104	5550	2014-05-01	2017-02-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/671/295/GCF_000671295.1_ASM67129v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/671/295/GCA_000671295.1_ASM67129v1	1248823	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.46	12.5	5737293	0	3	3	5585611	5585611	1912431	1912431	5585611	5585611	50.7	2.09	87.49	11	5581	1	1166	5	1	0	0	complete	non-contaminate	non-heterogeneity
GCF_000725305.1	Escherichia coli KLY, complete genome	A	Escherichia coli KLY	KLY	19668	SAMN02440167 	PRJNA229104	Proteobacteria	Gammaproteobacteria	4.71854	50.7	chromosome:NZ_CP008801.1/CP008801.1	-	1	4864	4539	2014-07-14	2017-02-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/305/GCF_000725305.1_ASM72530v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/725/305/GCA_000725305.1_ASM72530v1	1435461	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.04	0	4718545	0	1	1	4718545	4718545	4718545	4718545	4718545	4718545	50.7	0	87.43	11	4389	1	1171	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000730345.1	Escherichia coli O157:H7 str. SS17, complete genome	E	Escherichia coli O157:H7 str. SS17	SS17	19668	SAMN02872945 	PRJNA200626	Proteobacteria	Gammaproteobacteria	5.65594	50.385	chromosome:NZ_CP008805.1/CP008805.1; plasmid p0157:NZ_CP008806.1/CP008806.1; plasmid pSS17:NZ_CP008807.1/CP008807.1	-	3	6061	5599	2014-07-17	2017-02-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/730/345/GCF_000730345.1_ASM73034v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/730/345/GCA_000730345.1_ASM73034v1	1328859	f__Enterobacteriaceae (UID5124)	134	1171	335	99.65	0.04	0	5655941	0	3	3	5523849	5523849	1885313	1885313	5523849	5523849	50.4	6.33	87.4	11	5475	3	1167	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000732965.1	Escherichia coli O157:H7 str. EDL933, complete genome	E	Escherichia coli O157:H7 str. EDL933	EDL933	19668	SAMN02905113 	PRJNA253471	Proteobacteria	Gammaproteobacteria	5.6394	50.4527	chromosome:NZ_CP008957.1/CP008957.1; plasmid unnamed:NZ_CP008958.1/CP008958.1	-	2	6035	5593	2014-07-24	2017-02-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/732/965/GCF_000732965.1_ASM73296v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/732/965/GCA_000732965.1_ASM73296v1	155864	f__Enterobacteriaceae (UID5124)	134	1172	336	99.97	0.33	0	5639399	0	2	2	5547323	5547323	2819699	2819699	5547323	5547323	50.4	1.98	87.22	11	5438	1	1169	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000743255.1	Escherichia coli ATCC 25922, complete genome	B2	Escherichia coli ATCC 25922	ATCC 25922	19668	SAMN02929659 	PRJNA244551	Proteobacteria	Gammaproteobacteria	5.20344	50.3906	chromosome:NZ_CP009072.1/CP009072.1; plasmid unnamed_1:NZ_CP009073.1/CP009073.1; plasmid unnamed_2:NZ_CP009074.1/CP009074.1	-	3	5374	5035	2014-08-22	2017-02-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/743/255/GCF_000743255.1_ASM74325v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/743/255/GCA_000743255.1_ASM74325v1	1322345	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.08	0	5203440	4	3	3	5130767	5130763	1734480	1734478	5130767	5130763	50.4	7.36	87.41	11	4838	1	1170	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000750555.1	Escherichia coli BW25113, complete genome	A	Escherichia coli BW25113	K-12 substr. BW25113	19668	SAMN03013572 	PRJNA257976	Proteobacteria	Gammaproteobacteria	4.63147	50.8	chromosome:NZ_CP009273.1/CP009273.1	-	1	4774	4463	2014-09-09	2017-02-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/750/555/GCF_000750555.1_ASM75055v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/555/GCA_000750555.1_ASM75055v1	679895	f__Enterobacteriaceae (UID5124)	134	1173	336	99.37	0.04	0	4631469	0	1	1	4631469	4631469	4631469	4631469	4631469	4631469	50.8	0	87.57	11	4314	3	1169	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000784925.1	Escherichia coli strain ECONIH1, complete genome	B2	Escherichia coli	ECONIH1	19668	SAMN02709589 	PRJNA242851	Proteobacteria	Gammaproteobacteria	5.55964	50.4351	chromosome:NZ_CP009859.1/CP009859.1; plasmid pECO-824:NZ_CP009860.1/CP009860.1; plasmid pECO-b75:NZ_CP009861.1/CP009861.1; plasmid pKPC-629:NZ_CP009862.1/CP009862.1	-	4	5794	5364	2014-11-17	2017-02-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/784/925/GCF_000784925.1_ASM78492v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/784/925/GCA_000784925.1_ASM78492v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.66	7.14	5559642	0	4	4	5310511	5310511	1389910	1389910	5310511	5310511	50.4	3.5	87.74	11	5278	3	1192	11	1	0	0	complete	non-contaminate	non-heterogeneity
GCF_000800215.1	Escherichia coli ER2796, complete genome	A	Escherichia coli ER2796	ER2796	19668	SAMN03093203 	PRJNA263007	Proteobacteria	Gammaproteobacteria	4.55866	50.8	chromosome:NZ_CP009644.1/CP009644.1	-	1	4702	4363	2014-12-09	2017-02-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/215/GCF_000800215.1_ASM80021v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/215/GCA_000800215.1_ASM80021v1	1245474	f__Enterobacteriaceae (UID5124)	134	1173	336	99.37	0.04	0	4558663	0	1	1	4558663	4558663	4558663	4558663	4558663	4558663	50.8	0	87.56	11	4261	4	1168	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000800765.1	Escherichia coli K-12 strain ER3413, complete genome	A	Escherichia coli K-12	ER3413	19668	SAMN03107000 	PRJNA263793	Proteobacteria	Gammaproteobacteria	4.55866	50.8	chromosome:NZ_CP009789.1/CP009789.1	-	1	4701	4361	2014-12-11	2017-02-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/765/GCF_000800765.1_ASM80076v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/765/GCA_000800765.1_ASM80076v1	83333	f__Enterobacteriaceae (UID5124)	134	1173	336	99.37	0.04	0	4558660	0	1	1	4558660	4558660	4558660	4558660	4558660	4558660	50.8	0	87.56	11	4263	4	1168	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000801165.1	Escherichia coli strain RM9387, complete genome	B1	Escherichia coli	RM9387	19668	SAMN03264844 	PRJNA253935	Proteobacteria	Gammaproteobacteria	4.99595	50.7528	chromosome:NZ_CP009104.1/CP009104.1; plasmid pO104_H7:NZ_CP009105.1/CP009105.1	-	2	5187	4860	2014-12-15	2017-02-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/801/165/GCF_000801165.1_ASM80116v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/801/165/GCA_000801165.1_ASM80116v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.1	0	4995948	0	2	2	4827630	4827630	2497974	2497974	4827630	4827630	50.7	0.9	87.75	11	4700	3	1202	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000801185.2	Escherichia coli strain 94-3024, complete genome	B1	Escherichia coli	94-3024	19668	SAMN03262652 	PRJNA253936	Proteobacteria	Gammaproteobacteria	5.04591	50.6616	chromosome:NZ_CP009106.2/CP009106.2; plasmid pO104_H21:NZ_CP009107.1/CP009107.1	-	2	5188	4865	2014-12-15	2017-02-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/801/185/GCF_000801185.2_ASM80118v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/801/185/GCA_000801185.2_ASM80118v2	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.17	0	5045911	0	2	2	4884464	4884464	2522955	2522955	4884464	4884464	50.7	0.84	87.57	11	4679	1	1169	3	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_000801205.1	Escherichia coli str. K-12 substr. MG1655, complete genome	A	Escherichia coli str. K-12 substr. MG1655	K-12 substr. MG1655	19668	SAMN02743420 	PRJNA237120	Proteobacteria	Gammaproteobacteria	4.63683	50.8	chromosome:NZ_CP009685.1/CP009685.1	-	1	4782	4454	2014-12-15	2017-02-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/801/205/GCF_000801205.1_ASM80120v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/801/205/GCA_000801205.1_ASM80120v1	511145	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.04	0	4636831	0	1	1	4636831	4636831	4636831	4636831	4636831	4636831	50.8	0	87.54	11	4324	1	1171	1	0	0	0	complete	non-contaminate	non-heterogeneity
